hometown,country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Covington Township, PA",USA,41.7448,-77.07719,1,place,,,,,Covington,PA,"Tioga County",16917,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington, DC",USA,38.911936,-77.016719,0.5,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Cape Girardeau, MO",USA,37.158235,-89.446113,0.9,street_center,,"Cape Girardeau St",,,Commerce,MO,"Scott County",63742,US,"TIGER/Line® dataset from the US Census Bureau"
"Abingdon, IL",USA,40.938169,-90.379208,0.9,street_center,,"Abingdon St",,,Galesburg,IL,"Knox County",61401,US,"TIGER/Line® dataset from the US Census Bureau"
"Willowbrook, IL",USA,41.768417,-87.936984,0.45,place,,,,,Willowbrook,IL,"Dupage County",60527,US,"TIGER/Line® dataset from the US Census Bureau"
"Raymore,MO",USA,38.754654,-94.405537,0.8,street_center,,"E Raymore Cir",,,Peculiar,MO,"Cass County",64078,US,"TIGER/Line® dataset from the US Census Bureau"
"Sheldon, IL",USA,40.75308,-87.58941,1,place,,,,,Sheldon,IL,"Iroquois County",60966,US,"TIGER/Line® dataset from the US Census Bureau"
"Kewanee, IL",USA,41.24559,-89.92483,0.5,place,,,,,Kewanee,IL,"Henry County",61443,US,"TIGER/Line® dataset from the US Census Bureau"
"Morton, IL",USA,40.633319,-89.464606,0.9,street_center,,"N Morton Ave",,,Morton,IL,"Tazewell County",61550,US,"TIGER/Line® dataset from the US Census Bureau"
"Crown Point, IN",USA,41.431352,-87.353785,1,street_center,,"Crown Ct",,,"Crown Point",IN,"Lake County",46307,US,"TIGER/Line® dataset from the US Census Bureau"
"Ames, IA",USA,42.037879,-93.600254,1,place,,,,,Ames,IA,"Story County",50010,US,"TIGER/Line® dataset from the US Census Bureau"
"Forsyth, IL",USA,39.93254,-88.95119,0.5,place,,,,,Forsyth,IL,"Macon County",62535,US,"TIGER/Line® dataset from the US Census Bureau"
"Medford, N.J.",USA,39.907068,-74.817008,0.95,street_center,,"Medford Leas",,,Medford,NJ,"Burlington County",08055,US,"TIGER/Line® dataset from the US Census Bureau"
"Little Falls, N.J.",USA,40.861,-74.226954,0.9,street_center,,"Little Falls Rd",,,"Cedar Grove",NJ,"Essex County",07009,US,"TIGER/Line® dataset from the US Census Bureau"
"Pinehill, N.M.",USA,34.713857,-108.632658,0.7,street_center,,"Pine Hill Rd",,,Pinehill,NM,"Cibola County",87357,US,"TIGER/Line® dataset from the US Census Bureau"
"Plattekill, N.Y.",USA,41.630451,-74.070498,1,street_center,,Plattekill,,,Plattekill,NY,"Ulster County",12568,US,"TIGER/Line® dataset from the US Census Bureau"
"Rock Hill, N.Y.",USA,41.626293,-74.598215,1,street_center,,"Rock Hill Dr",,,"Rock Hill",NY,"Sullivan County",12775,US,"TIGER/Line® dataset from the US Census Bureau"
"Bethpage, N.Y.",USA,40.775794,-73.523842,0.9,street_center,,"Bethpage Rd",,,Hicksville,NY,"Nassau County",11801,US,"TIGER/Line® dataset from the US Census Bureau"
"Papillion, NE",USA,41.137923,-96.022039,1,street_center,,"Papillion Dr",,,Papillion,NE,"Sarpy County",68046,US,"TIGER/Line® dataset from the US Census Bureau"
"Coventry, RI",USA,41.679314,-71.563899,1,street_center,,"Coventry Dr",,,Coventry,RI,"Kent County",02816,US,"TIGER/Line® dataset from the US Census Bureau"
"East Patchogue, N.Y.",USA,40.781639,-73.024186,1,street_center,,"Patchogue Ave",,,Patchogue,NY,"Suffolk County",11772,US,"TIGER/Line® dataset from the US Census Bureau"
"New City, N.Y.",USA,41.028931,-73.926621,0.9,street_center,,"New St",,,Sparkill,NY,"Rockland County",10976,US,"TIGER/Line® dataset from the US Census Bureau"
"DeWitt, Iowa",USA,41.841735,-90.55621,0.5,place,,,,,"De Witt",IA,"Clinton County",52742,US,"TIGER/Line® dataset from the US Census Bureau"
"Lafayette, LA",USA,29.998339,-91.811586,0.9,street_center,,"Lafayette St",,,"New Iberia",LA,"Iberia Parish",70560,US,"TIGER/Line® dataset from the US Census Bureau"
"Pasadena, CA",USA,34.138522,-118.153944,0.9,street_center,,"S Pasadena Ave",,,Pasadena,CA,"Los Angeles County",91105,US,"TIGER/Line® dataset from the US Census Bureau"
"Burbank, CA",USA,33.771127,-118.165076,0.9,street_center,,"Burbank Ct",,,"Long Beach",CA,"Los Angeles County",90814,US,"TIGER/Line® dataset from the US Census Bureau"
"Lotus, CA",USA,38.795756,-120.911504,1,street_center,,"Lotus Rd",,,Lotus,CA,"El Dorado County",95651,US,"TIGER/Line® dataset from the US Census Bureau"
"Mountain Home, ID",USA,43.156195,-115.720455,1,place,,,,,"Mountain Home",ID,"Elmore County",83647,US,"TIGER/Line® dataset from the US Census Bureau"
"Dassel, Minn.",USA,0,0,0,,,,,,,,,,,
"Owatonna, Minn.",USA,0,0,0,,,,,,,,,,,
"Mabel, Minn.",USA,0,0,0,,,,,,,,,,,
"La Crescent, Minn.",USA,30.247696,-91.287331,0.8,place,,,,,Crescent,LA,"Iberville Parish",70764,US,"TIGER/Line® dataset from the US Census Bureau"
"Faribault, Minn.",USA,0,0,0,,,,,,,,,,,
"Pine Island, Minn.",USA,0,0,0,,,,,,,,,,,
"Plainview, Minn.",USA,0,0,0,,,,,,,,,,,
"Lanesboro, Minn.",USA,0,0,0,,,,,,,,,,,
"Portville, N.Y.",USA,42.116756,-78.248245,0.9,street_center,,"Portville Rd",,,Cuba,NY,"Allegany County",14727,US,"TIGER/Line® dataset from the US Census Bureau"
"Hightstown, N.J.",USA,40.27886,-74.514611,0.6,street_center,,"Hightstown Byp",,,Hightstown,NJ,"Mercer County",08520,US,"TIGER/Line® dataset from the US Census Bureau"
"Suffern, N.Y.",USA,41.115393,-74.150118,1,street_center,,"Suffern Pl",,,Suffern,NY,"Rockland County",10901,US,"TIGER/Line® dataset from the US Census Bureau"
"Denville, N.J.",USA,40.888009,-74.47763,1,street_center,,"Denville Ave",,,Denville,NJ,"Morris County",07834,US,"TIGER/Line® dataset from the US Census Bureau"
"Bergen, N.Y.",USA,43.0591,-78.004743,0.9,street_center,,"W Bergen Rd",,,Bergen,NY,"Genesee County",14416,US,"TIGER/Line® dataset from the US Census Bureau"
"Goodhue, Minn.",USA,0,0,0,,,,,,,,,,,
"Red Wing, Minn.",USA,0,0,0,,,,,,,,,,,
"Cedar, Minn.",USA,0,0,0,,,,,,,,,,,
"Bemidji, Minn.",USA,0,0,0,,,,,,,,,,,
"Caledonia, Minn.",USA,0,0,0,,,,,,,,,,,
"Carver, Minn.",USA,0,0,0,,,,,,,,,,,
"Albertville, Minn.",USA,0,0,0,,,,,,,,,,,
"Garden City South, N.Y.",USA,40.712324,-73.660963,0.4,place,,,,,"Garden City South",NY,"Nassau County",11530,US,"TIGER/Line® dataset from the US Census Bureau"
"Rye Brook, N.Y.",USA,40.987401,-73.664112,1,street_center,,"Rye Rd",,,"Port Chester",NY,"Westchester County",10573,US,"TIGER/Line® dataset from the US Census Bureau"
"Mahopac, N.Y.",USA,41.412395,-73.752059,0.5,place,,,,,Mahopac,NY,"Putnam County",10541,US,"TIGER/Line® dataset from the US Census Bureau"
"Yorktown Heights, N.Y.",USA,41.235137,-73.860053,0.9,street_center,,"Yorktown Rd",,,"Croton On Hudson",NY,"Westchester County",10520,US,"TIGER/Line® dataset from the US Census Bureau"
"Massapequa, N.Y.",USA,40.665811,-73.473343,1,street_center,,"Massapequa Ave",,,Massapequa,NY,"Nassau County",11758,US,"TIGER/Line® dataset from the US Census Bureau"
"Watertown, S.D.",USA,44.955643,-97.177954,0.5,place,,,,,Watertown,SD,"Codington County",57201,US,"TIGER/Line® dataset from the US Census Bureau"
"Olivia, Minn.",USA,0,0,0,,,,,,,,,,,
"Chaska, Minn.",USA,0,0,0,,,,,,,,,,,
"Cleveland, Minn.",USA,0,0,0,,,,,,,,,,,
"Sartell, Minn.",USA,0,0,0,,,,,,,,,,,
"Fort Mill SC",USA,35.050243,-80.990828,0.5,place,,,,,"Fort Mill",SC,"York County",29708,US,"TIGER/Line® dataset from the US Census Bureau"
"Newton, KS",USA,38.044857,-97.317279,0.5,place,,,,,Newton,KS,"Harvey County",67114,US,"TIGER/Line® dataset from the US Census Bureau"
"Rawlins, WY",USA,41.79107,-107.23866,0.5,place,,,,,Rawlins,WY,"Carbon County",82301,US,"TIGER/Line® dataset from the US Census Bureau"
"Caracas, Venezuela",USA,40.833666,-76.146248,1,street_center,,Craigs,,,"Mahanoy City",PA,"Schuylkill County",17948,US,"TIGER/Line® dataset from the US Census Bureau"
"Mulberry, FL",USA,27.8953,-81.97342,0.5,place,,,,,Mulberry,FL,"Polk County",33860,US,"TIGER/Line® dataset from the US Census Bureau"
"Smyrna, TN",USA,36.570496,-85.180084,1,street_center,,"Smyrna Rd",,,Byrdstown,TN,"Pickett County",38549,US,"TIGER/Line® dataset from the US Census Bureau"
"Peoria, Ill.",USA,32.43194,-83.722649,0.75,place,,,,,Perry,GA,"Houston County",31069,US,"TIGER/Line® dataset from the US Census Bureau"
"Asbury, N.J.",USA,40.719512,-75.04163,1,street_center,,"Asbury Rd",,,Asbury,NJ,"Warren County",08802,US,"TIGER/Line® dataset from the US Census Bureau"
"Orion, Ill.",USA,0,0,0,,,,,,,,,,,
"Nyack, N.Y.",USA,41.089015,-73.92061,1,street_center,,"Nyack Plz",,,Nyack,NY,"Rockland County",10960,US,"TIGER/Line® dataset from the US Census Bureau"
"Clemson, S.C.",USA,34.706198,-82.825189,0.9,street_center,,"Clemson St",,,Central,SC,"Pickens County",29630,US,"TIGER/Line® dataset from the US Census Bureau"
"Manville, N.J.",USA,40.543808,-74.578954,1,street_center,,"Manville Ave",,,Manville,NJ,"Somerset County",08835,US,"TIGER/Line® dataset from the US Census Bureau"
"Etobicoke, Ont.",USA,0,0,0,,"Could not geocode address. Postal code or city required.",,,,,,,,,
"Alden, Minn.",USA,0,0,0,,,,,,,,,,,
"Parker, S.D.",USA,43.399595,-97.134211,0.5,place,,,,,Parker,SD,"Turner County",57053,US,"TIGER/Line® dataset from the US Census Bureau"
"Canby, Minn.",USA,0,0,0,,,,,,,,,,,
"Burnsville, Minn.",USA,0,0,0,,,,,,,,,,,
"Apple Valley, Minn.",USA,0,0,0,,,,,,,,,,,
"Peoria, Arz.",USA,32.43194,-83.722649,0.75,place,,,,,Perry,GA,"Houston County",31069,US,"TIGER/Line® dataset from the US Census Bureau"
"Rifton, N.Y.",USA,41.833057,-74.038998,0.8,street_center,,"Rifton Mountain Rd",,,"Ulster Park",NY,"Ulster County",12487,US,"TIGER/Line® dataset from the US Census Bureau"
"Shkoder, Albania",USA,29.936497,-91.724248,0.8,place,,,,,Albania,LA,"Iberia Parish",70544,US,"TIGER/Line® dataset from the US Census Bureau"
"LaSalle, Colo.",USA,28.43693,-99.23503,0.5,place,,,,,Cotulla,TX,"La Salle County",78014,US,"TIGER/Line® dataset from the US Census Bureau"
"LaPorte, Ind.",USA,41.723471,-86.542813,0.9,street_center,,"N Laporte Blvd",,,"New Carlisle",IN,"Laporte County",46552,US,"TIGER/Line® dataset from the US Census Bureau"
"Montgomery, AL",USA,31.805975,-85.989495,0.9,street_center,,"Montgomery St",,,Troy,AL,"Pike County",36079,US,"TIGER/Line® dataset from the US Census Bureau"
"Bessemer, AL",USA,33.442462,-86.934702,1,street_center,,"Bessemer Ave",,,Bessemer,AL,"Jefferson County",35020,US,"TIGER/Line® dataset from the US Census Bureau"
"Mobile, AL",USA,30.707824,-88.102202,1,street_center,,"Mobile St",,,Mobile,AL,"Mobile County",36607,US,"TIGER/Line® dataset from the US Census Bureau"
"Pleasant Grove, AL",USA,33.481973,-86.960295,1,street_center,,"Pleasant Grove Rd",,,"Pleasant Grove",AL,"Jefferson County",35127,US,"TIGER/Line® dataset from the US Census Bureau"
"Madison, AL",USA,34.725798,-86.582616,0.9,street_center,,"Madison St",,,Huntsville,AL,"Madison County",35801,US,"TIGER/Line® dataset from the US Census Bureau"
"Chattanooga, TN",USA,35.017818,-85.206426,1,place,,,,,Chattanooga,TN,"Hamilton County",37401,US,"TIGER/Line® dataset from the US Census Bureau"
"Auburn, AL",USA,32.602277,-85.472207,1,street_center,,"Auburn Dr",,,Auburn,AL,"Lee County",36830,US,"TIGER/Line® dataset from the US Census Bureau"
"Irondale, AL",USA,33.538,-86.69832,1,street_center,,"Irondale Indust Park",,,Birmingham,AL,"Jefferson County",35210,US,"TIGER/Line® dataset from the US Census Bureau"
"Broussard, LA",USA,30.411793,-91.930918,0.9,street_center,,"Broussard Ln",,,Arnaudville,LA,"St. Landry Parish",70512,US,"TIGER/Line® dataset from the US Census Bureau"
"Laplace, LA",USA,30.156056,-90.436745,0.5,place,,,,,Laplace,LA,"St. John The Baptist Parish",70068,US,"TIGER/Line® dataset from the US Census Bureau"
"Biloxi, MS",USA,30.409826,-88.880304,0.5,place,,,,,Biloxi,MS,"Harrison County",39530,US,"TIGER/Line® dataset from the US Census Bureau"
"Charles Town, W.Va.",USA,0,0,0,,,,,,,,,,,
"Bayou Gauche, La.",USA,0,0,0,,,,,,,,,,,
"Chuluota, Fla.",USA,0,0,0,,"Could not geocode address. Postal code or city required.",,,,,,,,,
"Onalaska, Wis.",USA,0,0,0,,,,,,,,,,,
"Lees Summit, MO",USA,39.041894,-94.387725,0.9,street_center,,"Lees Summit Rd",,,Independence,MO,"Jackson County",64055,US,"TIGER/Line® dataset from the US Census Bureau"
"Central Point, OR",USA,42.200355,-122.716334,0.9,street_center,,"Central Ave",,,Ashland,OR,"Jackson County",97520,US,"TIGER/Line® dataset from the US Census Bureau"
"Mount Horeb, WI",USA,43.00861,-89.73846,1,place,,,,,"Mount Horeb",WI,"Dane County",53572,US,"TIGER/Line® dataset from the US Census Bureau"
"Hammond, WI",USA,44.966939,-92.456512,1,place,,,,,Hammond,WI,"St. Croix County",54015,US,"TIGER/Line® dataset from the US Census Bureau"
"Oviedo, FL",USA,28.675729,-81.202898,1,street_center,,"Oviedo Dr",,,Oviedo,FL,"Seminole County",32765,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington, MO",USA,37.8007,-90.419072,0.9,street_center,,Washington,,,Farmington,MO,"St. Francois County",63640,US,"TIGER/Line® dataset from the US Census Bureau"
"Rolla, MO",USA,37.933632,-91.771357,0.9,street_center,,"S Rolla St",,,Rolla,MO,"Phelps County",65401,US,"TIGER/Line® dataset from the US Census Bureau"
"Herscher, IL",USA,41.0492,-88.09783,1,place,,,,,Herscher,IL,"Kankakee County",60941,US,"TIGER/Line® dataset from the US Census Bureau"
"O'Fallon, MO",USA,38.801316,-90.752357,0.9,street_center,,"E Ofallan",,,O'fallon,MO,"St. Charles County",63366,US,"TIGER/Line® dataset from the US Census Bureau"
"Bethany, MO",USA,40.25239,-94.032136,1,street_center,,"Bethany Ave",,,Bethany,MO,"Harrison County",64424,US,"TIGER/Line® dataset from the US Census Bureau"
"Colona, IL",USA,41.482255,-90.354619,1,street_center,,"Colona Rd",,,Colona,IL,"Henry County",61241,US,"TIGER/Line® dataset from the US Census Bureau"
"Jacksonville, N.C.",USA,34.754586,-77.507427,0.5,place,,,,,Jacksonville,NC,"Onslow County",28540,US,"TIGER/Line® dataset from the US Census Bureau"
"Brick, N.J.",USA,40.038584,-74.1116,0.5,place,,,,,Brick,NJ,"Ocean County",08723,US,"TIGER/Line® dataset from the US Census Bureau"
"Lanoka Harbor, N.J.",USA,39.926593,-74.150369,0.9,street_center,,"Long Branch Ave",,,Bayville,NJ,"Ocean County",08721,US,"TIGER/Line® dataset from the US Census Bureau"
"Shorewood, Minn.",USA,0,0,0,,,,,,,,,,,
"Plainfield, N.J.",USA,40.606687,-74.42124,1,street_center,,"Plainfield Ave",,,Plainfield,NJ,"Union County",07060,US,"TIGER/Line® dataset from the US Census Bureau"
"Bay Shore, NY",USA,40.736291,-73.291728,0.95,street_center,,"Bay Shore Ave",,,"Bay Shore",NY,"Suffolk County",11706,US,"TIGER/Line® dataset from the US Census Bureau"
"Manhattan, NY",USA,40.801571,-73.959589,0.9,street_center,,"Manhattan Ave",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
"Yonkers, NY",USA,40.929965,-73.870242,1,street_center,,"Yonkers Ave",,,Yonkers,NY,"Westchester County",10704,US,"TIGER/Line® dataset from the US Census Bureau"
"Yorktown Heights, NY",USA,41.235137,-73.860053,0.9,street_center,,"Yorktown Rd",,,"Croton On Hudson",NY,"Westchester County",10520,US,"TIGER/Line® dataset from the US Census Bureau"
"Richmond Hill, NY",USA,40.583799,-74.158727,0.9,street_center,,"Richmond Hill Rd",,,"Staten Island",NY,"Richmond County",10314,US,"TIGER/Line® dataset from the US Census Bureau"
"Monroe, CT",USA,41.340124,-73.203655,1,street_center,,"Monroe Turnpike",,,Monroe,CT,"Greater Bridgeport Planning Region",06468,US,"TIGER/Line® dataset from the US Census Bureau"
"Rockaway, NY",USA,0,0,0,,,,,,,,,,,
"Wellsburg, W. Va.",USA,0,0,0,,,,,,,,,,,
"Leonia, N.J.",USA,40.863985,-73.989723,1,street_center,,"Leonia Ave",,,Leonia,NJ,"Bergen County",07605,US,"TIGER/Line® dataset from the US Census Bureau"
"Allendale, N.J.",USA,41.031556,-74.0977,0.8,street_center,,"E Allendale Rd",,,"Saddle River",NJ,"Bergen County",07458,US,"TIGER/Line® dataset from the US Census Bureau"
"Piscataway, N.J.",USA,40.552925,-74.457746,1,place,,,,,Piscataway,NJ,"Middlesex County",08854,US,"TIGER/Line® dataset from the US Census Bureau"
"Long Valley, N.J.",USA,40.780711,-74.764856,1,street_center,,"Long Valley Blvd",,,"Long Valley",NJ,"Morris County",07853,US,"TIGER/Line® dataset from the US Census Bureau"
"Hawthorne, N.J.",USA,40.951033,-74.148859,1,street_center,,"Hawthorne Ave",,,Hawthorne,NJ,"Passaic County",07506,US,"TIGER/Line® dataset from the US Census Bureau"
"Franklin Lakes, N.J.",USA,40.993994,-74.21116,1,street_center,,"Franklin Lakes Rd",,,"Franklin Lakes",NJ,"Bergen County",07417,US,"TIGER/Line® dataset from the US Census Bureau"
"Williston Park, N.Y.",USA,40.738638,-73.701528,0.8,street_center,,"E Williston Ave",,,"Floral Park",NY,"Queens County",11001,US,"TIGER/Line® dataset from the US Census Bureau"
"Cranford, N.J.",USA,40.663424,-74.29506,1,street_center,,"Cranford Ave",,,Cranford,NJ,"Union County",07016,US,"TIGER/Line® dataset from the US Census Bureau"
"Davidson, N.C.",USA,35.882361,-80.100851,0.9,street_center,,"Davidson St",,,Thomasville,NC,"Davidson County",27360,US,"TIGER/Line® dataset from the US Census Bureau"
"LaSalle, Mich.",USA,41.367693,-89.118482,1,street_center,,"Lasalle Rd",,,Lasalle,IL,"Lasalle County",61301,US,"TIGER/Line® dataset from the US Census Bureau"
"Waterford, NY",USA,42.845579,-73.702433,1,place,,,,,Waterford,NY,"Saratoga County",12188,US,"TIGER/Line® dataset from the US Census Bureau"
"Marcellus, NY",USA,42.976145,-76.337507,1,street_center,,"Marcellus Park",,,Marcellus,NY,"Onondaga County",13108,US,"TIGER/Line® dataset from the US Census Bureau"
"Old Forge, NY",USA,43.000497,-75.054187,0.9,street_center,,"Old Forge Rd",,,Ilion,NY,"Herkimer County",13357,US,"TIGER/Line® dataset from the US Census Bureau"
"Union Springs, NY",USA,42.942105,-76.579093,0.9,street_center,,"Union St",,,Auburn,NY,"Cayuga County",13021,US,"TIGER/Line® dataset from the US Census Bureau"
"Douglaston, NY",USA,42.913397,-75.596272,1,state,,,,,,NY,,,US,"TIGER/Line® dataset from the US Census Bureau"
"Waterloo, NY",USA,43.078624,-76.874457,0.9,street_center,,"Waterloo St",,,Clyde,NY,"Wayne County",14433,US,"TIGER/Line® dataset from the US Census Bureau"
"West Seneca, NY",USA,42.848062,-78.788335,0.9,street_center,,"N Seneca St",,,Buffalo,NY,"Erie County",14224,US,"TIGER/Line® dataset from the US Census Bureau"
"Conesus, NY",USA,42.723231,-77.668291,1,place,,,,,Conesus,NY,"Livingston County",14435,US,"TIGER/Line® dataset from the US Census Bureau"
"Lake Luzerne, NY",USA,43.3234,-73.83373,1,place,,,,,"Lake Luzerne",NY,"Warren County",12846,US,"TIGER/Line® dataset from the US Census Bureau"
"Canastota, NY",USA,43.005767,-75.798607,1,place,,,,,Canastota,NY,"Madison County",13032,US,"TIGER/Line® dataset from the US Census Bureau"
"Lake Forest, CA",USA,33.644852,-117.689811,0.95,street_center,,"Lake Forest Dr",,,"Lake Forest",CA,"Orange County",92630,US,"TIGER/Line® dataset from the US Census Bureau"
"Auburn, N.H.",USA,42.985184,-71.460122,0.9,street_center,,"Auburn St",,,Manchester,NH,"Hillsborough County",03103,US,"TIGER/Line® dataset from the US Census Bureau"
"Manchester, N.H.",USA,42.990056,-71.456128,1,street_center,,"Manchester St",,,Manchester,NH,"Hillsborough County",03103,US,"TIGER/Line® dataset from the US Census Bureau"
"Norfolk, VA",USA,36.853371,-76.234281,1,street_center,,"Norfolk Ave",,,Norfolk,VA,"Norfolk City",23503,US,"TIGER/Line® dataset from the US Census Bureau"
"Ft. Lauderdale, FL",USA,26.121323,-80.127909,0.5,place,,,,,"Fort Lauderdale",FL,"Broward County",33301,US,"TIGER/Line® dataset from the US Census Bureau"
"San Marino, CA",USA,34.12474,-118.107257,1,street_center,,"San Marino Ave",,,"San Marino",CA,"Los Angeles County",91108,US,"TIGER/Line® dataset from the US Census Bureau"
"Palatine, IL",USA,42.110241,-88.06453,1,street_center,,"Palatine Rd",,,Palatine,IL,"Cook County",60067,US,"TIGER/Line® dataset from the US Census Bureau"
"Rockville, MD",USA,39.064847,-77.126675,1,street_center,,"Rockville Pike",,,Rockville,MD,"Montgomery County",20852,US,"TIGER/Line® dataset from the US Census Bureau"
"Ramsey, NJ",USA,41.048166,-74.155084,1,street_center,,"Ramsey Ave",,,Ramsey,NJ,"Bergen County",07446,US,"TIGER/Line® dataset from the US Census Bureau"
"Milton, GA",USA,0,0,0,,,,,,,,,,,
"Los Gatos, CA",USA,37.24759,-121.956548,1,street_center,,"Los Gatos Blvd",,,"Los Gatos",CA,"Santa Clara County",95032,US,"TIGER/Line® dataset from the US Census Bureau"
"Coto de Caza, CA",USA,38.463088,-122.989975,1,place,,,,,Cotati,CA,"Sonoma County",94926,US,"TIGER/Line® dataset from the US Census Bureau"
"South Pasadena, CA",USA,34.11265,-118.171456,1,street_center,,"Pasadena Ave",,,"South Pasadena",CA,"Los Angeles County",91030,US,"TIGER/Line® dataset from the US Census Bureau"
"Far Rockaway, NY",USA,40.598196,-73.764648,1,street_center,,"Far Rockaway Blvd",,,"Far Rockaway",NY,"Queens County",11691,US,"TIGER/Line® dataset from the US Census Bureau"
"Pomona, NY",USA,41.167057,-74.047977,1,street_center,,"Pomona Rd",,,Pomona,NY,"Rockland County",10970,US,"TIGER/Line® dataset from the US Census Bureau"
"NANUET, NY",USA,41.083273,-74.016676,1,street_center,,"Nanuet Ave",,,Nanuet,NY,"Rockland County",10954,US,"TIGER/Line® dataset from the US Census Bureau"
"Winchester, Mass.",USA,36.175859,-115.047146,1,street_center,,"Winchester St",,,"Las Vegas",NV,"Clark County",89110,US,"TIGER/Line® dataset from the US Census Bureau"
"East Greenwich, R.I.",USA,41.655626,-71.476521,0.95,street_center,,"Old Greenwich Dr",,,"East Greenwich",RI,"Kent County",02818,US,"TIGER/Line® dataset from the US Census Bureau"
"Randleman, N.C.",USA,36.003061,-79.806434,0.9,street_center,,"Randleman Rd",,,Greensboro,NC,"Guilford County",27406,US,"TIGER/Line® dataset from the US Census Bureau"
"Fort Lauerdale, FL",USA,0,0,0,,,,,,,,,,,
"Pompano Beach, FL",USA,26.256334,-80.104631,0.95,street_center,,"Pompano Sq",,,"Pompano Beach",FL,"Broward County",33062,US,"TIGER/Line® dataset from the US Census Bureau"
"Guaynabo, P.R.",USA,18.433757,-66.114752,0.5,place,,,,,Guaynabo,PR,"Guaynabo Municipio",00965,US,"TIGER/Line® dataset from the US Census Bureau"
"Spicer, Minn.",USA,0,0,0,,,,,,,,,,,
"Guaynabo, PR",USA,18.433757,-66.114752,0.5,place,,,,,Guaynabo,PR,"Guaynabo Municipio",00965,US,"TIGER/Line® dataset from the US Census Bureau"
"Rapid City, SD",USA,44.145868,-103.206866,1,place,,,,,"Rapid City",SD,"Meade County",57701,US,"TIGER/Line® dataset from the US Census Bureau"
"Old Tappan, N.J.",USA,41.012776,-73.98717,1,street_center,,"Old Tappan Rd",,,Westwood,NJ,"Bergen County",07675,US,"TIGER/Line® dataset from the US Census Bureau"
"Dix Hills, N.Y.",USA,40.716888,-73.766897,0.75,place,,,,,Hollis,NY,"Queens County",11423,US,"TIGER/Line® dataset from the US Census Bureau"
"Darien, CT",USA,41.462497,-73.534463,0.9,street_center,,"Darien Rd",,,"New Fairfield",CT,"Western Connecticut Planning Region",06812,US,"TIGER/Line® dataset from the US Census Bureau"
"Winter Park, FL.",USA,28.579395,-81.346422,1,street_center,,"Winter Park Rd",,,"Winter Park",FL,"Orange County",32789,US,"TIGER/Line® dataset from the US Census Bureau"
"Geneva, FL",USA,28.695843,-81.140851,1,street_center,,"Geneva Dr",,,Geneva,FL,"Seminole County",32732,US,"TIGER/Line® dataset from the US Census Bureau"
"Lugoff, S.C.",USA,34.260265,-80.731308,1,place,,,,,Lugoff,SC,"Kershaw County",29078,US,"TIGER/Line® dataset from the US Census Bureau"
"State College, PA",USA,40.8127,-78.231644,0.9,street_center,,"State St",,,Philipsburg,PA,"Centre County",16866,US,"TIGER/Line® dataset from the US Census Bureau"
"Woodlawn, TX",USA,32.771269,-94.351355,0.9,street_center,,"Woodland Dr",,,Jefferson,TX,"Marion County",75657,US,"TIGER/Line® dataset from the US Census Bureau"
"Oberlin, OH",USA,41.312289,-82.14406,1,street_center,,"Oberlin Rd",,,Oberlin,OH,"Lorain County",44074,US,"TIGER/Line® dataset from the US Census Bureau"
"Frankfort, KY",USA,38.10923,-84.76806,1,street_center,,"Frankfort Rd",,,Frankfort,KY,"Woodford County",40601,US,"TIGER/Line® dataset from the US Census Bureau"
"Gansevoort, NY",USA,43.247113,-73.642542,0.9,street_center,,"Gansevoort Rd",,,"Fort Edward",NY,"Saratoga County",12828,US,"TIGER/Line® dataset from the US Census Bureau"
"Otisville, NY",USA,41.499645,-74.554221,0.9,street_center,,"Otisville Rd",,,Westbrookville,NY,"Orange County",12785,US,"TIGER/Line® dataset from the US Census Bureau"
"Patchogue, NY",USA,40.751957,-73.014474,1,street_center,,"Patchogue St",,,Patchogue,NY,"Suffolk County",11772,US,"TIGER/Line® dataset from the US Census Bureau"
"Long Beach, NY",USA,40.588986,-73.658117,1,street_center,,"Long Beach Blvd",,,"Long Beach",NY,"Nassau County",11561,US,"TIGER/Line® dataset from the US Census Bureau"
"Pearl River, NY",USA,41.061476,-74.018283,0.5,place,,,,,"Pearl River",NY,"Rockland County",10965,US,"TIGER/Line® dataset from the US Census Bureau"
"Montgomery, NY",USA,41.334781,-73.982112,0.9,street_center,,"Montgomery Rd",,,"Fort Montgomery",NY,"Orange County",10922,US,"TIGER/Line® dataset from the US Census Bureau"
"Nassau, NY",USA,42.579547,-73.543659,0.9,street_center,,"N Nassau Rd",,,Nassau,NY,"Rensselaer County",12123,US,"TIGER/Line® dataset from the US Census Bureau"
"Dryden, NY",USA,42.489787,-76.328173,1,street_center,,"Dryden Rd",,,Dryden,NY,"Tompkins County",13053,US,"TIGER/Line® dataset from the US Census Bureau"
"Cortlandt Manor, NY",USA,41.316307,-73.902119,0.95,street_center,,"Cortlandt Ave",,,"Cortlandt Manor",NY,"Westchester County",10567,US,"TIGER/Line® dataset from the US Census Bureau"
