hometown,count,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Country
"Stockbridge, Ga",2,33.549947,-84.207969,1,place,Stockbridge,GA,Henry County,US
"Stockbridge, Ga.",1,33.549947,-84.207969,1,place,Stockbridge,GA,Henry County,US
"Stockdale, Pa.",1,40.08341,-79.8481,1,place,Stockdale,PA,Washington County,US
Stockton,2,37.672196,-121.298794,1,place,Stockton,CA,San Joaquin County,US
"Stockton, Calif.",2,37.672196,-121.298794,1,place,Stockton,CA,San Joaquin County,US
"Stockton, Ill.",1,37.672196,-121.298794,1,place,Stockton,CA,San Joaquin County,US
"Stokesdale, N.c.",1,36.225751,-79.974028,1,place,Stokesdale,NC,Guilford County,US
"Stone Mountain, Ga",1,33.797412,-84.197984,1,place,Stone Mountain,GA,Dekalb County,US
"Stone Mountain, Ga,",1,33.797412,-84.197984,1,place,Stone Mountain,GA,Dekalb County,US
"Stone Mountain, Ga.",3,33.797412,-84.197984,1,place,Stone Mountain,GA,Dekalb County,US
"Stoneville, N.c.",1,36.466883,-79.912823,1,place,Stoneville,NC,Rockingham County,US
"Stoney Creek, Ontario",1,42.963442,-77.660659,1,street_center,Honeoye Falls,NY,Monroe County,US
"Storm Lake, Iowa",1,42.693184,-95.151811,1,place,Storm Lake,IA,Buena Vista County,US
"Story City, Iowa",1,42.158072,-93.610141,1,place,Story City,IA,Story County,US
"Stoutsville, Ohio",1,39.616,-82.80858,1,place,Stoutsville,OH,Fairfield County,US
"Stow, Oh",1,41.172402,-81.450184,1,place,Stow,OH,Summit County,US
"Stow, Ohio",3,41.172402,-81.450184,1,place,Stow,OH,Summit County,US
"Strafford, N.h.",1,43.256871,-71.171886,1,place,Strafford,NH,Strafford County,US
"Strasburg, Ill.",1,39.085146,-78.374963,1,place,Strasburg,VA,Shenandoah County,US
"Streetsboro, Ohio",1,41.241655,-81.340528,1,place,Streetsboro,OH,Portage County,US
"Strongsville, Ohio",5,41.313268,-81.831656,1,place,Strongsville,OH,Cuyahoga County,US
"Stroudsburg, Pa.",1,41.041895,-75.368964,1,place,Stroudsburg,PA,Monroe County,US
"Struthers, Ohio",1,41.050058,-80.591298,1,place,Struthers,OH,Mahoning County,US
"Stuart, Fl",1,27.189748,-80.254768,1,place,Stuart,FL,Martin County,US
"Stuart, Fl.",1,27.189748,-80.254768,1,place,Stuart,FL,Martin County,US
"Stuart, Fla.",1,27.189748,-80.254768,1,place,Stuart,FL,Martin County,US
"Stuart, Va.",1,36.689183,-80.251601,1,place,Stuart,VA,Patrick County,US
"Studio City, Calif.",1,34.139082,-118.392751,1,place,Studio City,CA,Los Angeles County,US
"Sturbridge, Mass.",1,42.10273,-72.080996,1,place,Sturbridge,MA,Worcester County,US
"Sturgeon Bay, Wis.",3,44.78333,-87.31667,1,place,Sturgeon Bay,WI,Door County,US
"Sturgis, Sd",1,44.369172,-103.361658,1,place,Sturgis,SD,Meade County,US
"Sturtevant, Wis.",1,42.712962,-87.934013,1,place,Sturtevant,WI,Racine County,US
"Subotica, Serbia",1,0,0,0,,,,,
"Suffern, N.y.",1,41.137295,-74.105737,1,place,Suffern,NY,Rockland County,US
"Suffolk, Va.",1,36.874916,-76.553061,1,place,Suffolk,VA,Suffolk City,US
"Sugar Grove, Ill.",4,41.776787,-88.451655,1,place,Sugar Grove,IL,Kane County,US
"Sugar Grove, Oh",1,39.63769,-82.532092,1,place,Sugar Grove,OH,Fairfield County,US
"Sugar Land, Texas",7,29.620312,-95.605693,1,place,Sugar Land,TX,Fort Bend County,US
"Sugar Land, Tx",1,29.620312,-95.605693,1,place,Sugar Land,TX,Fort Bend County,US
"Sugar Land, Tx.",1,29.620312,-95.605693,1,place,Sugar Land,TX,Fort Bend County,US
"Sugar Land, Tx./Fort Bend Austin",1,29.620205,-95.636733,0.9,street_center,Sugar Land,TX,Fort Bend County,US
"Sugarland, Texas",1,29.620312,-95.605693,1,place,Sugar Land,TX,Fort Bend County,US
"Summerfield, N.c.",3,36.200019,-79.880028,1,place,Summerfield,NC,Guilford County,US
"Summerville, S.c.",2,33.051384,-80.18854,1,place,Summerville,SC,Berkeley County,US
"Summerville, Sc",2,33.051384,-80.18854,1,place,Summerville,SC,Berkeley County,US
"Summit Hill, Pa.",2,40.82481,-75.87103,1,place,Summit Hill,PA,Carbon County,US
"Summit, N.j.",1,40.71275,-74.361594,1,place,Summit,NJ,Union County,US
"Sumner, Iowa",1,42.84748,-92.09156,1,place,Sumner,IA,Bremer County,US
"Sumner, Wash.",1,47.209445,-122.227319,1,place,Sumner,WA,Pierce County,US
"Sumter, S.c.",1,33.913678,-80.354238,1,place,Sumter,SC,Sumter County,US
"Sumter, Sc",2,33.913678,-80.354238,1,place,Sumter,SC,Sumter County,US
"Sun Prairie, Wis.",6,43.195712,-89.209418,1,place,Sun Prairie,WI,Dane County,US
"Sunbury, Ohio",1,40.266029,-82.854334,1,place,Sunbury,OH,Delaware County,US
"Sunderland, Mass.",1,38.67123,-76.59801,1,place,Sunderland,MD,Calvert County,US
"Sunny Isles Beach, Fla.",1,25.950648,-80.122823,0.8,place,Sunny Isles Beach,FL,Miami-Dade County,US
"Sunnyside, Ny",1,40.742794,-73.918216,1,place,Sunnyside,NY,Queens County,US
Sunnyvale,1,37.371647,-122.023153,1,place,Sunnyvale,CA,Santa Clara County,US
"Sunnyvale, Ca",1,37.371647,-122.023153,1,place,Sunnyvale,CA,Santa Clara County,US
"Sunnyvale, Calif.",2,37.371647,-122.023153,1,place,Sunnyvale,CA,Santa Clara County,US
"Sunnyvale, Tx",1,32.797048,-96.561606,1,place,Sunnyvale,TX,Dallas County,US
"Sunrise, Fla.",1,26.151416,-80.226211,0.8,place,Sunrise,FL,Broward County,US
"Superior, Colo.",1,42.01777,-93.31521,1,place,Colo,IA,Story County,US
"Superior, Neb.",1,46.574982,-92.117578,1,place,Superior,WI,Douglas County,US
"Supply, N.c.",1,34.01767,-78.2675,1,place,Supply,NC,Brunswick County,US
"Surprise, Ariz.",4,33.640996,-112.37833,1,place,Surprise,AZ,Maricopa County,US
"Surprise, Az",2,33.640996,-112.37833,1,place,Surprise,AZ,Maricopa County,US
"Surrey, B.c.",5,48.290933,-101.111794,1,place,Surrey,ND,Ward County,US
"Surrey, British Columbia",1,43.484319,-89.725999,0.9,street_center,Baraboo,WI,Sauk County,US
"Susquehanna, Pa.",1,41.957087,-75.664856,1,place,Susquehanna,PA,Susquehanna County,US
"Sussex, Wis.",5,43.148887,-88.245381,1,place,Sussex,WI,Waukesha County,US
"Sussex, Wisc.",2,43.148887,-88.245381,1,place,Sussex,WI,Waukesha County,US
"Sutton, Neb.",1,40.507387,-97.85543,1,place,Sutton,NE,Clay County,US
"Suwanee, Ga.",6,34.042479,-84.026171,1,place,Suwanee,GA,Gwinnett County,US
"Swaledale, Iowa",1,42.984273,-93.35609,1,place,Swaledale,IA,Cerro Gordo County,US
"Swampscott, Ma",1,42.46801,-70.89243,1,place,Swampscott,MA,Essex County,US
"Swampscott, Mass.",1,42.46801,-70.89243,1,place,Swampscott,MA,Essex County,US
"Swedesboro, Nj",1,39.75274,-75.318049,1,place,Swedesboro,NJ,Gloucester County,US
"Sweet Home, Or",1,44.380262,-122.698954,1,place,Sweet Home,OR,Linn County,US
"Sweet Home, Ore.",1,44.380262,-122.698954,1,place,Sweet Home,OR,Linn County,US
"Sycamore, Il",1,41.98892,-88.68675,1,place,Sycamore,IL,Dekalb County,US
"Sycamore, Ill.",1,41.98892,-88.68675,1,place,Sycamore,IL,Dekalb County,US
Sylvania,1,41.6929,-83.727737,1,place,Sylvania,OH,Lucas County,US
"Sylvania, Oh",1,41.6929,-83.727737,1,place,Sylvania,OH,Lucas County,US
"Sylvania, Ohio",4,41.6929,-83.727737,1,place,Sylvania,OH,Lucas County,US
"Syosset, N.y.",1,40.828288,-73.505922,1,place,Syosset,NY,Nassau County,US
Syracuse,1,43.02143,-76.197701,1,place,Syracuse,NY,Onondaga County,US
"Syracuse, N.y.",2,43.02143,-76.197701,1,place,Syracuse,NY,Onondaga County,US
"Syracuse, Ny",4,43.02143,-76.197701,1,place,Syracuse,NY,Onondaga County,US
"Syracuse, Ut",1,41.096293,-112.079415,1,place,Syracuse,UT,Davis County,US
"Syracuse, Utah",2,41.096293,-112.079415,1,place,Syracuse,UT,Davis County,US
"Tabor City, Nc",1,34.14878,-78.87669,1,place,Tabor City,NC,Columbus County,US
"Tacoma, Wa",1,47.250158,-122.43903,1,place,Tacoma,WA,Pierce County,US
"Tacoma, Wash.",4,47.250158,-122.43903,1,place,Tacoma,WA,Pierce County,US
"Tacony, Pa.",1,40.031223,-75.044339,0.9,place,Tacony,PA,Philadelphia County,US
"Taipei, Taiwan",1,43.55802,-92.64268,1,place,Taopi,MN,Mower County,US
"Talbott, Tenn.",1,38.977047,-80.013411,0.8,place,Talbott,WV,Barbour County,US
"Tallahasee, Fl",1,30.427753,-84.258472,1,place,Tallahassee,FL,Leon County,US
"Tallahassee, Fla.",9,30.427753,-84.258472,1,place,Tallahassee,FL,Leon County,US
"Tallmadge, Ohio",1,41.096656,-81.428883,1,place,Tallmadge,OH,Summit County,US
"Tamaqua, Pa",1,40.79849,-75.937836,1,place,Tamaqua,PA,Schuylkill County,US
"Tamarac, Fla.",1,26.185954,-80.172424,0.8,place,Tamarac,FL,Broward County,US
"Tampa Bay, Fl",1,27.996097,-82.582035,1,place,Tampa,FL,Hillsborough County,US
"Tampa, Fl",9,27.996097,-82.582035,1,place,Tampa,FL,Hillsborough County,US
"Tampa, Fla.",31,27.996097,-82.582035,1,place,Tampa,FL,Hillsborough County,US
"Taneytown, Md.",1,39.657449,-77.169055,1,place,Taneytown,MD,Carroll County,US
"Tarpon Springs, Fla.",2,28.147125,-82.678972,1,place,Tarpon Springs,FL,Pinellas County,US
"Tatum, Tx",1,32.31599,-94.51659,1,place,Tatum,TX,Rusk County,US
"Taunton, Mass.",1,41.909112,-71.118346,1,place,Taunton,MA,Bristol County,US
"Tawas City, Mich.",1,44.277551,-83.677131,1,place,Tawas City,MI,Iosco County,US
"Taylor Ridge, Ill.",1,41.391078,-90.714746,1,place,Taylor Ridge,IL,Rock Island County,US
"Taylors Falls, Minn.",1,0,0,0,,,,,
"Taylorsville, Kentucky",1,38.032735,-85.366055,1,place,Taylorsville,KY,Spencer County,US
"Taylorville, Ill.",3,39.559092,-89.34063,1,place,Taylorville,IL,Christian County,US
"Tea, S.d.",1,43.44637,-96.83588,1,place,Tea,SD,Lincoln County,US
Team Impact Honorary Member,1,32.499846,-99.745923,0.8,place,Impact,TX,Taylor County,US
"Tecumseh, Kan.",1,42.008398,-83.922214,1,place,Tecumseh,MI,Lenawee County,US
"Tega Cay, Sc",1,35.009844,-80.928739,0.8,place,Tega Cay,SC,York County,US
"Tehachapi, Calif.",1,35.118772,-118.493811,1,place,Tehachapi,CA,Kern County,US
"Temecula, Ca",1,33.752886,-116.055617,1,place,Temecula,CA,Riverside County,US
"Temecula, Calif.",21,33.752886,-116.055617,1,place,Temecula,CA,Riverside County,US
Tempe,1,33.401395,-111.931298,1,place,Tempe,AZ,Maricopa County,US
"Tempe, Ariz.",1,33.401395,-111.931298,1,place,Tempe,AZ,Maricopa County,US
"Tempe, Az",2,33.401395,-111.931298,1,place,Tempe,AZ,Maricopa County,US
"Tempe, Az./Corona Del Sol High",1,33.145984,-111.064109,0.75,place,Kearny,AZ,Pinal County,US
"Temple Hills, Md",1,38.817263,-76.935795,1,place,Temple Hills,MD,Prince George's County,US
"Temple, Texas",1,31.068306,-97.3047,1,place,Temple,TX,Bell County,US
"Temple, Tx.",1,31.068306,-97.3047,1,place,Temple,TX,Bell County,US
"Terre Haute, In",1,39.433602,-87.410094,1,place,Terre Haute,IN,Vigo County,US
"Terre Haute, Ind.",3,39.433602,-87.410094,1,place,Terre Haute,IN,Vigo County,US
"Teutopolis, Ill.",1,39.132706,-88.450793,1,place,Teutopolis,IL,Effingham County,US
"Tewksbury, Mass.",1,42.61065,-71.23422,1,place,Tewksbury,MA,Middlesex County,US
"Texarkana, Texas",2,33.411321,-94.177354,1,place,Texarkana,TX,Bowie County,US
"Texas City, Texas",1,29.376057,-94.921474,1,place,Texas City,TX,Galveston County,US
"Thayer, Kan.",1,36.526267,-91.548742,1,place,Thayer,MO,Oregon County,US
"The Plains, Va.",1,38.870681,-77.760779,1,place,The Plains,VA,Fauquier County,US
The Woodlands,1,30.194985,-95.548211,0.9,place,The Woodlands,TX,Montgomery County,US
"The Woodlands, Texas",16,30.194985,-95.548211,0.9,place,The Woodlands,TX,Montgomery County,US
"The Woodlands, Tx",2,30.194985,-95.548211,0.9,place,The Woodlands,TX,Montgomery County,US
"Thingeyri, Iceland",1,37.459336,-87.206541,1,place,Island,KY,McLean County,US
"Third Lake, Ill.",1,42.416323,-88.059119,0.8,place,Third Lake,IL,Lake County,US
"Thomasville, Ala.",1,35.854539,-80.124764,1,place,Thomasville,NC,Davidson County,US
"Thomasville, N.c.",1,35.854539,-80.124764,1,place,Thomasville,NC,Davidson County,US
"Thompson's Station, Tenn.",1,35.809026,-86.891286,1,place,Thompson's Station,TN,Williamson County,US
"Thornton, Colo.",4,42.01777,-93.31521,1,place,Colo,IA,Story County,US
"Thorntown, Ind.",1,40.068631,-86.58186,1,place,Thorntown,IN,Boone County,US
"Thornville, Ohio",1,39.851267,-82.385238,1,place,Thornville,OH,Perry County,US
"Thornwood, Ny",1,41.117214,-73.771469,1,place,Thornwood,NY,Westchester County,US
"Thorold, Ontario, Canada",1,43.125442,-79.203235,1,place,Thorold,ON,,CA
"Thorton, Co",1,38.993867,-105.508319,1,state,,CO,,US
"Thousand Oaks, Calif.",1,34.212798,-118.882175,1,place,Thousand Oaks,CA,Ventura County,US
"Thrall, Texas",1,30.546326,-97.236259,1,place,Thrall,TX,Williamson County,US
"Thurmont, Md.",3,39.610876,-77.398931,1,place,Thurmont,MD,Frederick County,US
"Tiffin, Iowa",1,41.701791,-91.677347,1,place,Tiffin,IA,Johnson County,US
"Tiffin, Ohio",1,41.12453,-83.144773,1,place,Tiffin,OH,Seneca County,US
"Tigard, Or",1,45.405501,-122.795057,0.9,place,Tigard,OR,Washington County,US
"Tigard, Ore.",2,45.405501,-122.795057,0.9,place,Tigard,OR,Washington County,US
"Tiger, Ga.",1,34.856395,-83.457267,1,place,Tiger,GA,Rabun County,US
"Tinley Park, Il",2,41.57337,-87.78449,1,place,Tinley Park,IL,Cook County,US
"Tinley Park, Ill.",2,41.57337,-87.78449,1,place,Tinley Park,IL,Cook County,US
"Tioga, Pa.",2,41.90868,-77.13303,1,place,Tioga,PA,Tioga County,US
"Tipp City, Oh",1,39.941967,-84.16626,1,place,Tipp City,OH,Miami County,US
"Tipp City, Ohio",1,39.941967,-84.16626,1,place,Tipp City,OH,Miami County,US
"Tipton, Iowa",1,41.772503,-91.13248,1,place,Tipton,IA,Cedar County,US
"Titusville, Fla.",1,28.548877,-80.853421,1,place,Titusville,FL,Brevard County,US
"Tiverton, R.i.",1,41.61018,-71.175183,1,place,Tiverton,RI,Newport County,US
"Toa Alta, Puerto Rico",1,18.356795,-66.25701,1,place,Toa Alta,PR,Toa Alta Municipio,US
"Toa Baja, Puerto Rico",4,18.431911,-66.199692,1,place,Toa Baja,PR,Toa Baja Municipio,US
"Tobyhanna, Pa.",1,41.17703,-75.41796,1,place,Tobyhanna,PA,Monroe County,US
"Toledo, Ohio",6,41.720684,-83.569359,1,place,Toledo,OH,Lucas County,US
"Tolland, Conn.",2,39.904987,-105.589167,0.8,place,Tolland,CO,Gilpin County,US
"Tomahawk, Wis.",2,45.337814,-89.765239,1,place,Tomahawk,WI,Lincoln County,US
"Tomball, Texas",9,30.094886,-95.585826,1,place,Tomball,TX,Harris County,US
"Tomball, Tx",1,30.094886,-95.585826,1,place,Tomball,TX,Harris County,US
"Tomball, Tx./Tomball Memorial High",1,30.094886,-95.585826,1,place,Tomball,TX,Harris County,US
"Toms River, N.j.",2,39.979031,-74.160429,1,place,Toms River,NJ,Ocean County,US
"Toms River, Nj",3,39.979031,-74.160429,1,place,Toms River,NJ,Ocean County,US
"Tonawanda Seneca Nation Territory, Ny",1,42.99704,-78.878659,1,place,Tonawanda,NY,Erie County,US
"Toney, Ala.",1,34.097875,-85.674408,0.8,place,Tennala,AL,Cherokee County,US
"Tooele, Ut",1,40.53078,-112.29828,1,place,Tooele,UT,Tooele County,US
"Topeka, Kan.",10,38.988075,-95.780662,1,place,Topeka,KS,Shawnee County,US
"Topeka, Ks",2,38.988075,-95.780662,1,place,Topeka,KS,Shawnee County,US
"Toppenish, Wash.",1,46.328522,-120.370257,1,place,Toppenish,WA,Yakima County,US
"Topsail Beach, N.c.",1,34.365169,-77.630529,0.9,place,Topsail Beach,NC,Pender County,US
Toronto,1,40.477049,-80.670057,1,place,Toronto,OH,Jefferson County,US
"Toronto, Canada",1,43.645415,-79.387361,1,place,Toronto,ON,,CA
"Toronto, On Canada",1,43.645415,-79.387361,1,place,Toronto,ON,,CA
Torrance,1,33.835665,-118.303805,1,place,Torrance,CA,Los Angeles County,US
"Torrance, Ca",1,33.835665,-118.303805,1,place,Torrance,CA,Los Angeles County,US
"Torrance, Calif.",4,33.835665,-118.303805,1,place,Torrance,CA,Los Angeles County,US
"Tower, Minn.",1,0,0,0,,,,,
"Townsend, Del.",1,39.430666,-75.646408,1,place,Townsend,DE,New Castle County,US
"Towson, Md.",1,39.407156,-76.60379,1,place,Towson,MD,Baltimore County,US
"Trabuco Canyon, Calif.",2,33.680226,-117.526145,1,place,Trabuco Canyon,CA,Orange County,US
"Tracy, Ca",3,37.737191,-121.433384,1,place,Tracy,CA,San Joaquin County,US
"Tracy, Calif",1,37.737191,-121.433384,1,place,Tracy,CA,San Joaquin County,US
"Tracy, Calif.",3,37.737191,-121.433384,1,place,Tracy,CA,San Joaquin County,US
"Traer, Iowa",1,42.173618,-92.527236,1,place,Traer,IA,Tama County,US
"Travelers Rest, Sc",1,35.071632,-82.374186,1,place,Travelers Rest,SC,Greenville County,US
"Traverse City, Mich.",4,44.693963,-85.676342,1,place,Traverse City,MI,Grand Traverse County,US
"Trenton, Ohio",1,39.48089,-84.45772,1,place,Trenton,OH,Butler County,US
"Trevor, Wi",1,42.517168,-88.138001,1,place,Trevor,WI,Kenosha County,US
"Trinity, Fl",2,27.906823,-82.176749,0.75,place,Durant,FL,Hillsborough County,US
"Trinity, Fla.",3,35.80928,-79.978025,1,place,Trinity,NC,Randolph County,US
"Tripoli, Iowa",1,42.786204,-92.278632,1,place,Tripoli,IA,Bremer County,US
"Trophy Club, Texas",5,32.997901,-97.183625,0.8,place,Trophy Club,TX,Denton County,US
"Trout Run, Pa.",1,41.438766,-77.06138,1,place,Trout Run,PA,Lycoming County,US
"Troutman, N.c.",2,35.679407,-80.898817,1,place,Troutman,NC,Iredell County,US
"Troy, Id",1,46.75717,-116.714214,1,place,Troy,ID,Latah County,US
"Troy, Il",2,38.721612,-89.895817,1,place,Troy,IL,Madison County,US
"Troy, Mich.",6,42.555985,-83.119206,1,place,Troy,MI,Oakland County,US
"Troy, N.y.",1,42.748588,-73.599536,1,place,Troy,NY,Rensselaer County,US
"Troy, Oh",1,40.062621,-84.226398,1,place,Troy,OH,Miami County,US
"Troy, Ohio",1,40.062621,-84.226398,1,place,Troy,OH,Miami County,US
"Troy, Tx",1,31.174847,-97.269835,1,place,Troy,TX,Bell County,US
"Trstenik, Serbia",1,0,0,0,,,,,
"Truckee, Ca",1,39.3781,-120.186383,1,place,Truckee,CA,Nevada County,US
"Truckee, Calif.",1,39.3781,-120.186383,1,place,Truckee,CA,Nevada County,US
"Trujillo Alto, Puerto Rico",2,18.338133,-65.989229,1,place,Trujillo Alto,PR,Trujillo Alto Municipio,US
"Trumansburg, N.y.",1,42.4803,-76.635158,1,place,Trumansburg,NY,Tompkins County,US
"Trumbull, Conn.",1,40.67918,-98.27172,1,place,Trumbull,NE,Clay County,US
"Trumbull,Ct",1,41.259996,-73.206957,1,place,Trumbull,CT,Greater Bridgeport Planning Region,US
"Tualatin, Ore.",1,45.366608,-122.783887,1,place,Tualatin,OR,Washington County,US
"Tuckerton, N.j.",1,39.60317,-74.34014,1,place,Tuckerton,NJ,Ocean County,US
"Tucson, Ariz.",11,32.217975,-110.970869,1,place,Tucson,AZ,Pima County,US
"Tucson, Az",5,32.217975,-110.970869,1,place,Tucson,AZ,Pima County,US
"Tucumcari, N.m.",1,35.114202,-103.615509,1,place,Tucumcari,NM,Quay County,US
"Tujunga, Calif.",1,34.32222,-118.237918,1,place,Tujunga,CA,Los Angeles County,US
"Tulare, Calif.",1,36.133527,-119.299856,1,place,Tulare,CA,Tulare County,US
"Tulsa, Ok",2,36.063095,-95.804231,1,place,Tulsa,OK,Tulsa County,US
"Tulsa, Okla.",6,36.063095,-95.804231,1,place,Tulsa,OK,Tulsa County,US
"Tulsa, Oklahoma",1,36.063095,-95.804231,1,place,Tulsa,OK,Tulsa County,US
"Tumwater, Wash.",1,47.087554,-123.021968,0.9,place,Tumwater,WA,Thurston County,US
"Tunkhannock, Pa.",1,41.566386,-75.975715,1,place,Tunkhannock,PA,Wyoming County,US
Turlock,1,37.474396,-120.875918,1,place,Turlock,CA,Stanislaus County,US
"Turlock, Calif.",1,37.474396,-120.875918,1,place,Turlock,CA,Stanislaus County,US
"Turlock, California",1,37.474396,-120.875918,1,place,Turlock,CA,Stanislaus County,US
"Turner, Ore.",1,44.7952,-122.94221,1,place,Turner,OR,Marion County,US
"Tuscaloosa, Al",2,33.170238,-87.616169,1,place,Tuscaloosa,AL,Tuscaloosa County,US
"Tuscaloosa, Ala.",4,33.170238,-87.616169,1,place,Tuscaloosa,AL,Tuscaloosa County,US
"Tuscola, Ill.",2,39.787385,-88.274137,1,place,Tuscola,IL,Douglas County,US
"Tuscon, Ariz.",1,42.586743,-74.76904,0.8,place,Tuscan,NY,Otsego County,US
"Tustin, Ca",1,33.73401,-117.819157,1,place,Tustin,CA,Orange County,US
"Tustin, Calif.",3,33.73401,-117.819157,1,place,Tustin,CA,Orange County,US
"Tuxedo, Ny",1,0,0,0,,,,,
"Twin Falls, Idaho",1,42.400555,-114.524876,1,place,Twin Falls,ID,Twin Falls County,US
"Twin Lakes, Wis.",1,42.523887,-88.235389,1,place,Twin Lakes,WI,Kenosha County,US
"Twinsburg, Oh",1,41.313304,-81.440435,1,place,Twinsburg,OH,Summit County,US
"Tyler, Texas",3,32.321937,-95.302223,1,place,Tyler,TX,Smith County,US
"Tyrone, Ga.",1,33.460036,-84.585773,1,place,Tyrone,GA,Fayette County,US
"Tyrone, Pa.",5,40.67062,-78.23862,1,place,Tyrone,PA,Blair County,US
"Ulysses, Ks",1,37.562467,-101.308565,1,place,Ulysses,KS,Grant County,US
"Umbarger, Texas",1,34.897796,-102.126227,1,place,Umbarger,TX,Randall County,US
Union City,2,37.59577,-122.01913,1,place,Union City,CA,Alameda County,US
"Union Grove, Wis.",1,42.739435,-88.083092,1,place,Union Grove,WI,Racine County,US
"Union Mills, Ind.",1,38.45005,-91.00848,1,place,Union,MO,Franklin County,US
"Union Springs, Ny",1,42.83979,-76.69328,1,place,Union Springs,NY,Cayuga County,US
"Union, Ky.",2,38.921583,-84.746057,1,place,Union,KY,Boone County,US
"Union, Mo.",1,38.45005,-91.00848,1,place,Union,MO,Franklin County,US
"Union, N.j.",1,40.692651,-74.269841,1,place,Union,NJ,Union County,US
"Union, Nj",2,40.692651,-74.269841,1,place,Union,NJ,Union County,US
Uniontown,1,39.944884,-79.770063,1,place,Uniontown,PA,Fayette County,US
"Uniontown, Pa.",2,39.944884,-79.770063,1,place,Uniontown,PA,Fayette County,US
"Universal City, Texas",1,29.543813,-98.295356,1,place,Universal City,TX,Bexar County,US
"University Place, Wa",2,47.203279,-122.567719,1,place,University Place,WA,Pierce County,US
"Upland, Ca",1,34.141146,-117.655583,1,place,Upland,CA,San Bernardino County,US
"Upland, Calif.",1,34.141146,-117.655583,1,place,Upland,CA,San Bernardino County,US
"Upper Arlington, Ohio",1,40.023112,-83.076127,0.8,place,Upper Arlington,OH,Franklin County,US
"Upper Marlboro, Md",3,38.816171,-76.786093,1,place,Upper Marlboro,MD,Prince George's County,US
"Upper Marlboro, Md.",1,38.816171,-76.786093,1,place,Upper Marlboro,MD,Prince George's County,US
"Upton, Wyo.",1,42.175591,-71.603197,1,place,Upton,MA,Worcester County,US
Urbana,1,40.108966,-88.211024,1,place,Urbana,IL,Champaign County,US
"Urbana, Md",1,39.443551,-77.33294,0.8,place,Urbana,MD,Frederick County,US
"Urbana, Md.",1,39.443551,-77.33294,0.8,place,Urbana,MD,Frederick County,US
"Urbandale, Ia",1,41.630449,-93.753628,1,place,Urbandale,IA,Polk County,US
"Urbandale, Iowa",3,41.630449,-93.753628,1,place,Urbandale,IA,Polk County,US
Vacaville,3,38.333133,-121.920151,1,place,Vacaville,CA,Solano County,US
"Vacaville, Calif.",2,38.333133,-121.920151,1,place,Vacaville,CA,Solano County,US
"Vadnais Heights, Minn.",2,0,0,0,,,,,
"Valdosta, Ga.",1,30.753904,-83.332068,1,place,Valdosta,GA,Lowndes County,US
Valencia,1,34.7995,-106.700304,0.8,place,Valencia,NM,Valencia County,US
"Valencia, Ca",1,34.465755,-118.553789,1,place,Valencia,CA,Los Angeles County,US
"Valencia, Calif.",2,32.96229,-108.61116,1,place,Cliff,NM,Grant County,US
"Valley Center, Ks",2,37.845078,-97.335537,1,place,Valley Center,KS,Sedgwick County,US
Valley Glen,1,34.868523,-88.41982,1,place,Glen,MS,Alcorn County,US
"Valley Springs, Calif.",1,38.18371,-120.81502,1,place,Valley Springs,CA,Calaveras County,US
"Valleyford, Wash.",1,38.292103,-122.971069,1,place,Valley Ford,CA,Marin County,US
"Valparaiso, Ind.",2,41.454731,-87.065565,1,place,Valparaiso,IN,Porter County,US
"Valrico, Fl",1,27.940934,-82.242479,1,place,Valrico,FL,Hillsborough County,US
"Valrico, Fla.",3,27.940934,-82.242479,1,place,Valrico,FL,Hillsborough County,US
"Van Alstyne, Texas",4,33.4215,-96.57721,1,place,Van Alstyne,TX,Grayson County,US
"Van Buren, Ar",1,35.496491,-94.299086,1,place,Van Buren,AR,Crawford County,US
"Van Nuys, Calif.",1,34.178483,-118.431791,1,place,Van Nuys,CA,Los Angeles County,US
"Vancleave, Miss.",1,30.405229,-88.758742,0.8,place,Vancleave,MS,Jackson County,US
"Vancouver, B.c.",1,45.678996,-122.720499,1,place,Vancouver,WA,Clark County,US
"Vancouver, Wa",2,45.678996,-122.720499,1,place,Vancouver,WA,Clark County,US
"Vancouver, Wash.",2,45.678996,-122.720499,1,place,Vancouver,WA,Clark County,US
"Vega Alta, Puerto Rico",1,18.435818,-66.338523,1,place,Vega Alta,PR,Vega Alta Municipio,US
"Vega Baja, Puerto Rico",3,18.443109,-66.398302,1,place,Vega Baja,PR,Vega Baja Municipio,US
"Venice, Fla.",1,27.09639,-82.433818,1,place,Venice,FL,Sarasota County,US
"Ventura, Calif.",1,34.330829,-119.358352,1,place,Ventura,CA,Ventura County,US
"Venus, Pa.",1,41.36673,-79.4781,1,place,Venus,PA,Venango County,US
"Vergennes, Vt",1,44.145691,-73.260487,1,place,Vergennes,VT,Addison County,US
"Vermilion, Oh",1,41.380755,-82.401637,1,place,Vermilion,OH,Erie County,US
"Vermilion, Ohio",1,41.380755,-82.401637,1,place,Vermilion,OH,Erie County,US
"Vermontville, Mich.",1,42.639932,-85.004661,1,place,Vermontville,MI,Eaton County,US
"Vernon, N.j.",1,41.189046,-74.51434,1,place,Vernon,NJ,Sussex County,US
"Vero Beach, Fla.",2,27.638005,-80.40294,1,place,Vero Beach,FL,Indian River County,US
